drug_name,recall_initiation_date,reason_for_recall,status,recalled
toothette oral care short-term oral swab system with perox-a-mint solution,20170822,Cross Contamination With Other Products: Oral care solutions were manufactured by a third party supplier on equipment shared with non-pharmaceutical products,Terminated,1
erythromycin tablets,20210315,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,Terminated,1
methylcobalamin 1 mg,20160517,Lack of Assurance of Sterility: FDA inspection identified GMP violations potentially impacting product quality and sterility.,Terminated,1
fulvestrant injection 250mg,20220715,Failed Impurities/Degradation Specifications,Terminated,1
vitamin b12 hydroxocobalamin injection usp 1000 mcg,20140625,Marketed without an Approved NDA/ANDA; IM and SQ injectable products are being recalled because the manufacturing firm is not registered with the FDA as a drug manufacturer,Terminated,1
glimepiride,20230313,cGMP deviations,Terminated,1
valacyclovir hydrochloride tablets,20131108,Presence of Foreign Tablets/Capsules: Potential of Pravastatin tablet fragments in bottles of Valacyclovir 1 gm Tablets.,Terminated,1
pap,20190626,Lack of Assurance of Sterility.,Terminated,1
potassium phosphate in 0,20170626,Lack of Assurance of Sterility; media fill failure at manufacturer,Terminated,1
mannitol 20,20120521,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,Terminated,1
amlodipine besylate tablets,20150601,CGMP Deviations: Firm did not adequately investigate customer complaints.,Terminated,1
irbesartan bulk active pharmaceutical ingredient,20181024,"CGMP Deviation: Presence of NDEA (N-Nitrosodimethylamine), a carcinogen impurity, detected in the active ingredient.",Terminated,1
fentanyl citrate 2,20221129,Underfilled units.,Terminated,1
epinephrine,20141006,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,Terminated,1
propranolol hcl,20130702,"Labeling: Label Mixup; PROPRANOLOL HCL, Tablet, 10 mg may be potentially mislabeled as    PIOGLITAZONE HCL, Tablet, 15 mg, NDC 00093204856, Pedigree: AD52778_70, EXP: 5/21/2014.",Terminated,1
chloraprep one-step 2,20210319,"Microbial Contamination of Non-Sterile Product.Product is being recalled because at labeled storage conditions of 30*C/75% Relative Humidity, growth of Aspergillus penicillioides, a type of fungus, resulted in a breach of the package integrity.",Terminated,1
anagrelide capsules,20201125,Failed Dissolution Specifications,Terminated,1
methionine 25mg,20180322,Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,Terminated,1
gold hard steel plus liquid,20240712,Marketed without an approved NDA/ANDA: FDA analysis found products to be tainted with undeclared acetaminophen and sildenafil.,Ongoing,1
premier value,20180803,CGMP Deviations: products manufactured under conditions that could impact its product quality.,Terminated,1
labetalol hcl 20 mg,20231109,Lack of Assurance of Sterility,Terminated,1
badger kids broad spectrum spf30 zinc oxide sunscreen lotion tangerine,20130924,Microbial Contamination of Non-Sterile Products; Selected lots of Badger Baby and Kids Sunscreen Lotion were recalled due to microbial contamination.,Terminated,1
magnesium stearate pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
super power capsules,20121222,"Marketed Without An Approved NDA/ANDA: This dietary supplement has been found to contain sildenafil, an FDA approved drug for the treatment of male erectile dysfunction making this an unapproved new drug.",Terminated,1
methylprednisolone 40mg 10ml,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
liptruzet,20140113,"This recall of LIPTRUZET is being initiated due to  packaging defects. Some of the outer laminate foil pouches allowed in air and moisture, which could potentially decrease the effectiveness or change the characteristics of the product.",Terminated,1
epinephrine,20230817,Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,Terminated,1
ghrp,20201130,Lack of Assurance of Sterility: due to concerns with production processes which cannot assure sterility of products intended to be sterile.,Ongoing,1
slenderella compound injectable,20180910,Lack of Assurance of Sterility,Terminated,1
calcium gluconate injection,20220518,Lack of Assurance of Sterility,Terminated,1
quad-mix 4 injectable,20150602,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,1
c-methylcobalamin 25mg,20190724,Lack of Assurance of Sterility: product sterility cannot be guaranteed.,Terminated,1
mesehist dm,20130130,CGMP Deviations: Products are underdosed or have an incorrect dosage regime.,Terminated,1
tears naturale free,20160209,Lack of Assurance of Sterility: Some single-use vials may be filled with water rather than the product solution and the firm cannot guarantee the sterility of the water-filled vials.,Terminated,1
eczema skin relief lotion,20200107,Microbial contamination of non-sterile product.,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
kid kare childrens cough,20190521,cGMP Deviations: Potential product contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).,Terminated,1
4 way saline moisturizing mist with eucalyptol,20130307,Labeling: Incorrect or Missing Lot and/or Exp Date. The lot number and/or expiration date may be illegible.,Terminated,1
fentanyl injectable 6000 mcg,20140827,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.",Terminated,1
dr,20180720,Microbial contamination,Terminated,1
test cyp,20220826,Lack of Assurance of Sterility,Completed,1
selenium injection,20200115,Lack of Assurance of Sterility,Terminated,1
s-lidocaine hcl 1,20190812,Lack of Assurance of Sterility,Terminated,1
lansoprazole delayed-release orally disintegrating tablets,20220713,FAILED DISSOLUTION SPECIFICATIONS,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
colchicine 0,20150212,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.,Terminated,1
gaia kratom,20180620,Microbal Contamination of Non-Sterile Product; FDA analysis found  salmonella contamination,Terminated,1
quad mix 2,20140827,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.",Terminated,1
calcium gluconate all strengths,20170222,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.,Terminated,1
milrinone lactate in 5,20170515,Lack of assurance of sterility: customer complaints received for the presence of leaks.,Terminated,1
heparin 10 ml,20190402,Lack of sterility assurance.,Terminated,1
fentanyl citrate 2,20240322,Lack of Assurance of Sterility: leaking bags,Ongoing,1
ranitidine tablets,20191001,CGMP Deviations: Presence of NDMA impurity detected in product.,Ongoing,1
nystatin and triamcinolone acetonide cream,20180921,Failed stability specifications - An out of specification result was observed for the test parameter : composition of Nystatin during stability testing.,Terminated,1
la mer the spf 18 fluid tint,20130627,"Subpotent Drug: Avobenzone 3%, one of the active sunscreen ingredients may be subpotent and sunscreen effectiveness may be less than labeled",Terminated,1
ibu,20241029,Failed Tablet/Capsule Specifications,Ongoing,1
amlodipine and valsartan tablets 5 mg,20181127,"CGMP Deviations: FDA laboratory testing confirmed presence of an impurity, N-nitrosodimethylamine (NDEA) in product.",Ongoing,1
testosterone cyp,20120521,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,Terminated,1
fosphenytoin sodium injection,20140502,Presence of Particular Matter: Potential glass delamination and consistent with glass particulates observed in sample vials.,Terminated,1
estradiol 10 mg,20180322,Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,Terminated,1
alprostadil injection usp 500 mcg,20220518,Failed Impurities/Degradation Specifications; out-of-specification results for impurities obtained during routine stability testing,Terminated,1
stimate,20200721,Superpotent Drug,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
hu hu sheng wei capsules,20170307,"Marked Without An Approved NDA/ANDA: FDA analysis found these products to contain sildenafil, an FDA approved drug for the treatment of erectile dysfunction, making these products unapproved drugs for which safety and efficacy have not been establish and therefore, subject to recall.",Terminated,1
sodium selenite 200 mg,20220509,Lack of assurance of sterility.,Completed,1
10,20191002,Lack of Assurance of Sterility:  Bag has the potential to leak.,Terminated,1
moexipril hcl tablets 7,20121003,"Paddock Laboratories, LLC are recalling one lot   (2012028142) of Moexipril HCl Tablets 7.5mg (expiration 1/2014) because of a  non-conformity dissolution failure result found during routine stability testing at the 6 month test interval.",Terminated,1
net remedies,20180720,Microbial contamination,Terminated,1
doctor manzanilla allergy,20170830,CGMP Deviations: Recall initiated as a precautionary measure due to a potential risk of product contamination with the bacteria B. cepacia.,Terminated,1
famotodine tablets,20150422,CGMP Deviations: Firm did not adequately investigate customer complaints.,Terminated,1
erythromycin topical gel,20210622,Failed Impurities/Degradation Specifications,Terminated,1
hemopropin ointment,20250409,CGMP Deviations,Ongoing,1
testosterone,20150724,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry,Terminated,1
sodium chloride ophthalmic ointment,20230426,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,1
estradiol,20150724,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry,Terminated,1
freskaro refresh,20231221,MICROBIAL CONTAMINATION OF NON-STERILE PRODUCTS - Presence of Acetobacter nitrogenifigens bacteria.,Ongoing,1
combo eye gel,20131019,Lack of Assurance of Sterility: All unexpired sterile compounded human and veterinary products are being recalled because they were compounded in the same environment and under the same practices as another product found to be non-sterile and therefore sterility cannot be assured.,Terminated,1
cvs allergy relief,20210727,Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.,Terminated,1
methyl b12 10mg,20160513,Lack of Assurance of Sterility,Terminated,1
procaine hcl 2,20220307,Lack of Assurance of Sterility,Ongoing,1
carvedilol 25 mg tablet,20250124,"CGMP deviations: presence of N-Nitroso Carvedilol Impurity-1 (NNC 1), above the FDA recommended acceptable intake limit.",Completed,1
fentanyl in 0,20230717,Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,1
naltrexone 4,20150212,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.,Terminated,1
premier value fiber capsules,20120904,Microbial Contamination of Non-Sterile Products: Product is being recalled due to possible microbial contamination by C. difficile discovered in the raw material.,Terminated,1
sermorelin 6mg,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
phlegm off,20200324,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,Terminated,1
miralax 8,20220623,CGMP Deviations: product held outside appropriate storage temperature conditions.,Ongoing,1
rugby aller-chlor,20170816,Microbial Contamination of Non Sterile Product; presence of yeast and potential B. cepacia contamination,Terminated,1
qc quality choice,20180803,CGMP Deviations: products manufactured under conditions that could impact its product quality.,Terminated,1
tadalafil usp,20180209,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,Terminated,1
quad-mix,20160517,Lack of Assurance of Sterility: FDA inspection identified GMP violations potentially impacting product quality and sterility.,Terminated,1
intralipid,20220413,cGMP deviations: Temperature abuse,Terminated,1
royalab germ away antibacterial hand soap,20241106,cGMP Deviations: Out of specification results for micro in hand soap products.,Ongoing,1
ampicillin for injection,20220921,Presence of Particulate Matter: A complaint was received for the presence of a single strand of hair in one vial.,Terminated,1
mitotane active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
mucinex fast max cold,20150415,"Labeling: Label Mix-Up; Bottles of Mucinex Fast-Max liquid are correctly labeled on the front of the label, however the back of the bottle where the Drug Facts labeling is, is missing certain Active Ingredients such as acetaminophen, phenylephrine, dextromethorphan, diphenhydramine, and/or guaifenesin. As a result certain safety warnings associated with those ingredients may also be missing.",Terminated,1
carboplatin injection 450 mg,20150318,Presence of Particulate Matter,Terminated,1
buffered lidocaine 1,20180629,Subpotent Drug: Stability data does not support the current expiration dating of 55 days after compounding.,Terminated,1
fentanyl,20180612,Lack of Assurance of Sterility: Potential leakage of bags.,Terminated,1
vancomycin hydrochloride capsules,20140516,Subpotent Drug.,Terminated,1
ic b complex inj  injectable,20211012,Lack of assurance of sterility,Terminated,1
methylprednisolone and dexamethasone injection,20130410,"Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,1
bacteriostatic water for injection,20130410,"Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,1
estradiol pellets 15mg,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
vancomycin hci pf,20231004,Labeling: Not Elsewhere Classified,Terminated,1
calcium gluconate 2 gm,20130809,Non Sterility: Microbial contamination,Terminated,1
diltiazem hci 250 mg in 5,20160420,Lack of Assurance of Sterility,Terminated,1
forskolin,20160921,Lack of Assurance of Sterility,Terminated,1
oxycodone and acetaminophen capsules,20130719,"Subpotent drug: Two lots of Oxycodone and Acetaminophen Capsules, USP 5/500 mg are being recalled due to low out of specification (OOS) assay result obtained at expiry (24 months) for the oxycodone portion of the product.",Terminated,1
all jack newman cream products,20160325,Lack of Processing Controls,Terminated,1
calcium carbonate 600mg,20160707,CGMP Deviations,Terminated,1
pain,20220124,cGMP deviations,Terminated,1
allergy relief d,20190605,Testing of Fexofenadine HCl and Pseudoephedrine Failed Impurities/Degradation Specifications: elevated substance results that were reported above or near the specification limit,Terminated,1
lamotrigine tablets,20191220,Cross Contamination; Lamotrigine Tablets 100 mg USP was contaminated with enalapril maleate.,Terminated,1
testosterone cypionate injection,20190927,"Labeling:Label Mix-up: Shipper Carton labelled Testosterone Cypionate Injection, USP, 200mg/mL, 1 ml single-dose  vials, found to contain shelf cartons labelled as Testosterone Cypionate Injection USP, 200mg/mL, 10 ml  multi-dose vials which contain Testosterone Cypionate Injection USP, 200mg/mL,1mL single-does vials",Terminated,1
ropi,20170222,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.,Terminated,1
midazolam in dextrose 5,20230717,Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,1
cool mint tablets maximum strength zantac 150 mg sanofi distributed by,20191022,CGMP Deviations: Presence of NDMA impurity detected in product.,Ongoing,1
all sulfapyridine products,20160325,Lack of Processing Controls,Terminated,1
olanzapine tablets,20200526,Failed Impurities/ Degradation Specifications,Terminated,1
ink-eeze tattoo black label numbing spray,20130523,"Marketed without an approved NDA/ANDA: INK-EEZE Tattoo Numbing Spray contains 5% Lidocaine and is being marketed without an approved NDA/ANDA. Lidocaine 5% is an ingredient in many FDA approved products, making Ink-Eeze an unapproved new drug.",Terminated,1
cornea coat,20130424,Marketed without an Approved NDA/ANDA.,Terminated,1
estradiol 12,20170419,CGMP deviations- Lack of Quality Assurance,Terminated,1
rohto cooling eye drops,20140116,"Lack of Assurance of Sterility: The Mentholatum Company has recalled Rohto Arctic, Rohto Ice, Rohto Hydra, Rohto Relief and Rohto Cool eye drops, due to concerns related to the quality assurance of sterility controls.",Terminated,1
diphenhydramine hcl,20130702,"Labeling: Label Mixup; diphenhydrAMINE HCl, Tablet, 25 mg may be potentially mislabeled as     ATORVASTATIN CALCIUM, Tablet, 40 mg, NDC 00378212177, Pedigree: AD33897_10, EXP: 5/9/2014;  ATORVASTATIN CALCIUM, Tablet, 10 mg, NDC 00378201577, Pedigree: W002774, EXP: 6/6/2014;  PRENATAL MULTIVITAMIN/ MULTIMINERAL, Tablet, NDC 51991056601, Pedigree: W003511, EXP: 6/21/2014;  VENLAFAXINE, Tablet, 25 mg",Terminated,1
dual test cyp,20150903,Lack of Assurance of Sterility:  A recall of all compounded sterile preparations within expiry is being initiated due to observations associated with poor sterile production practices resulting in a lack of sterility assurance for their finished drugs.,Terminated,1
cefoxitin,20221227,Lack of sterility assurance,Completed,1
acetaminophen,20241212,Labeling: Not Elsewhere Classified: Tablets/Capsules imprinted with wrong ID.,Ongoing,1
dextrose-nacl,20150918,Lack of Assurance of Sterility: Product sterility cannot be guaranteed.,Terminated,1
paregoric compound,20200406,Lack of Processing Control,Terminated,1
nevirapine active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
ampd gold bee pollen capsules,20150125,"Marketed Without An Approved NDA/ANDA: Product was found to contain undeclared sildenafil, making AMPD GOLD an unapproved drug.",Terminated,1
s-sodium selinite 0,20190812,Lack of Assurance of Sterility,Terminated,1
gencontuss,20190621,"CGMP Deviations: products were manufactured with lack of process validation, cleaning validation, stability studies, and other current good manufacturing practice violations.",Terminated,1
omega-3 fatty acid,20130702,"Labeling: Label Mixup; OMEGA-3 FATTY ACID, Capsule, 1000 mg may be potentially mislabeled as    NORTRIPTYLINE HCL, Capsule, 50 mg, NDC 00093081201, Pedigree: AD21790_70, EXP: 5/1/2014.",Terminated,1
hydroxocobalamin 1mg injection,20151019,Lack of Assurance of Sterility,Terminated,1
trimix inj 30,20130422,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes.,Terminated,1
s-trimix,20190812,Lack of Assurance of Sterility,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
b-complex,20170815,Lack of Assurance of Sterility.,Terminated,1
trimix inj 30,20130422,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes.,Terminated,1
glimepiride tablets usp,20230323,cGMP Deviations for the manufacturing Firm (Accord Healthcare) after their inspection.,Ongoing,1
macroaggregated albumin,20180426,Lack of Assurance of Sterility,Terminated,1
triple p,20180725,Lack of Assurance of Sterility: Practices at firm may call into question the sterility of products intended to be sterile.,Terminated,1
acetazolamide active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
magnesium citrate oral solution,20170717,"Microbial contamination of non-sterile products: product was found to contain mold, identified as Rhinocladiella similis.",Terminated,1
sermorelin injection 10mg,20151019,Lack of Assurance of Sterility,Terminated,1
qc quality choice,20220104,Failed Dissolution Specifications,Terminated,1
azelastine hydrochloride nasal spray,20230426,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,1
ampicillin and sulbactam for injection,20230515,Lack of Assurance of Sterility,Terminated,1
amantadine hcl,20130702,"Labeling: Label Mixup: AMANTADINE HCL, Capsule, 100 mg may have potentially been mislabeled as one of the following drugs:  ACARBOSE, Tablet, 25 mg, NDC 00054014025, Pedigree: W002725, EXP: 6/6/2014;  clomiPRAMINE HCl, Capsule, 50 mg, NDC 51672401205, Pedigree: W002998, EXP: 6/11/2014;  ASPIRIN EC DR, Tablet, 81 mg, NDC 49348098015, Pedigree: W003672, EXP: 2/28/2014;  NIACIN TR, Capsule, 500 mg, N",Terminated,1
minoxidil,20130702,"Labeling: Label Mixup:MINOXIDIL, Tablet, 2.5 mg may have potentially been mislabeled as the following drug:  methylPREDNISolone, Tablet, 4 mg, NDC 00781502201, Pedigree: AD52778_43, EXP: 5/20/2014.",Terminated,1
marcaine 0,20151019,Lack of Assurance of Sterility,Terminated,1
dexamethasone sodium phosphate injection,20171106,Failed Impurities/Degradation Specifications: high out of specification results for Dexamethasone adduct (related compound).,Terminated,1
sensodyne extra fresh repair,20150715,Presence of Foreign Substance: Fragments of wood found when the product was extruded onto a toothbrush.,Terminated,1
fentanyl,20230717,Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,1
memantine hydrochloride oral solution,20190521,cGMP Deviations: Potential product contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).,Terminated,1
so-acetylcysteine 10,20150626,Lack of Assurance of Sterility: Due to lack of documentation of proper environmental monitoring during the time in which the medication was produced.,Terminated,1
bup 10mg,20191220,Lack of sterility assurance.,Terminated,1
baclofen active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
oxybutynin chloride extended-release tablet usp,20231019,Failed Dissolution Specifications-out-of-specification (OOS) test results observed for dissolution at the 6 month long term time point.,Ongoing,1
losartan potassium tablets,20220415,CGMP Deviations- AZIDO Impurity levels observed to be above acceptable limits,Terminated,1
deferasirox tablets for oral suspension,20231020,Failed Dissolution Specifications,Ongoing,1
cefixime for oral suspension usp 200 mg,20240530,Failed Content Uniformity Specifications,Terminated,1
nitazoxanide active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
0,20160505,Presence of Particulate Matter: API contaminated with glass particulate was used to produce sterile injectable drugs.,Terminated,1
